country;density;year
QAT;75,261;1999
ROU;67;1999
RUS;59,87;1999
RWA;45,564;1999
WSM;65,943;1999
SMR;77,5;1999
STP;61,378;1999
SAU;70,6;1999
SEN;55,962;1999
SLE;36,874;1999
SGP;75,6;1999
SVK;69;1999
SVN;71,4;1999
SLB;61,734;1999
SOM;48,872;1999
ZAF;54,291;1999
SSD;47,578;1999
ESP;75,4;1999
LKA;66,8;1999
LCA;69,463;1999
MAF;73,6;1999
VCT;68,275;1999
SDN;56,276;1999
SUR;64,526;1999
SWZ;47,788;1999
SWE;77,1;1999
CHE;76,8;1999
SYR;70,859;1999
TJK;61,917;1999
TZA;48,927;1999
THA;66,738;1999
TLS;57,236;1999
TGO;52,737;1999
TON;68,808;1999
TTO;64,994;1999
TUN;70,568;1999
TUR;65,731;1999
TKM;59,399;1999
UGA;43,716;1999
UKR;62,95;1999
ARE;73,191;1999
GBR;75;1999
USA;73,9;1999
URY;70,82;1999
UZB;63,765;1999
VUT;65,513;1999
VEN;68,357;1999
VNM;68,195;1999
VIR;74,336;1999
PSE;68,97;1999
YEM;58,802;1999
ZMB;42,372;1999
ZWE;43,639;1999
AFG;54,376;2000
ALB;71,215;2000
DZA;68,893;2000
AGO;44,767;2000
ATG;70,969;2000
ARG;70,148;2000
ARM;68,086;2000
ABW;71,312;2000
AUS;76,6;2000
AUT;75,2;2000
AZE;63,625;2000
BHS;69,186;2000
BHR;73,669;2000
BGD;64,99;2000
BRB;70,96;2000
BLR;63,4;2000
BEL;74,6;2000
BLZ;65,614;2000
BEN;53,701;2000
BMU;75,3;2000
BTN;60,566;2000
BOL;58,712;2000
BIH;71,751;2000
BWA;46,906;2000
BRA;66,252;2000
BRN;73,726;2000
BGR;68,2;2000
BFA;49,117;2000
BDI;49,845;2000
CPV;68,006;2000
KHM;56,186;2000
CMR;49,149;2000
CAN;76,7;2000
CAF;42,666;2000
TCD;46,554;2000
CHI;75,174;2000
CHL;73,713;2000
CHN;70,379;2000
COL;67,337;2000
COM;57,895;2000
COD;48,598;2000
COG;50,431;2000
CRI;75,13;2000
CIV;46,135;2000
HRV;69,12;2000
CUB;74,737;2000
CYP;75,939;2000
CZE;71,7;2000
DNK;74,3;2000
DJI;55,484;2000
DOM;67,663;2000
ECU;69,971;2000
EGY;66,241;2000
SLV;64,319;2000
GNQ;51,39;2000
ERI;53,427;2000
EST;65,1;2000
ETH;50,587;2000
FRO;75,9;2000
FJI;65,18;2000
FIN;74,1;2000
FRA;75,3;2000
PYF;69,75;2000
GAB;58,304;2000
GMB;54,859;2000
GEO;68,149;2000
DEU;75;2000
GHA;56,229;2000
GRC;75,4;2000
GRL;64,3;2000
GRD;67,976;2000
GUM;72,778;2000
GTM;64,652;2000
GIN;51,166;2000
GNB;51,209;2000
GUY;62,099;2000
HTI;55,938;2000
HND;68,142;2000
HKG;78;2000
HUN;67,1;2000
ISL;77,8;2000
IND;61,789;2000
IDN;64,582;2000
IRN;69,205;2000
IRQ;66,952;2000
IRL;74;2000
ISR;77,1;2000
ITA;76,9;2000
JAM;69,6;2000
JPN;77,72;2000
JOR;70,37;2000
KAZ;60,2;2000
KEN;49,778;2000
KIR;61,078;2000
PRK;61,182;2000
KOR;72,25;2000
XKX;66;2000
KWT;72,432;2000
KGZ;64,9;2000
LAO;57,53;2000
LVA;64,9;2000
LBN;72,82;2000
LSO;47,159;2000
LBR;51,752;2000
LBY;68,914;2000
LIE;73,9;2000
LTU;66,8;2000
LUX;74,8;2000
MAC;77,77;2000
MKD;70,829;2000
MDG;57,305;2000
MWI;44,71;2000
MYS;70,825;2000
MDV;69,178;2000
MLI;47,386;2000
MLT;76,2;2000
MHL;62,8;2000
MRT;58,422;2000
MUS;68,2;2000
MEX;71,949;2000
FSM;66,705;2000
MDA;63,012;2000
MNG;60,09;2000
MNE;70,464;2000
MAR;67,158;2000
MOZ;46,593;2000
MMR;60,058;2000
NAM;53,126;2000
NPL;61,272;2000
NLD;75,5;2000
NCL;71,7;2000
NZL;76,1;2000
NIC;66,981;2000
NER;49,268;2000
NGA;45,382;2000
NOR;76;2000
OMN;70,354;2000
PAK;61,965;2000
PLW;66,64;2000
PAN;72,641;2000
PNG;59,47;2000
PRY;67,942;2000
PER;67,965;2000
PHL;64,187;2000
POL;69,7;2000
PRT;72,9;2000
PRI;72,66;2000
QAT;75,365;2000
ROU;67,7;2000
RUS;59,03;2000
RWA;47,585;2000
WSM;66,301;2000
SMR;77,4;2000
STP;61,534;2000
SAU;70,888;2000
SEN;56,203;2000
SRB;68,9;2000
SLE;37,676;2000
SGP;76;2000
SVK;69,1;2000
SVN;71,9;2000
SLB;62,256;2000
SOM;49,349;2000
ZAF;53,321;2000
SSD;48,022;2000
ESP;75,6;2000
LKA;67,467;2000
LCA;69,605;2000
MAF;73,8;2000
VCT;68,237;2000
SDN;56,614;2000
SUR;64,556;2000
SWZ;46,469;2000
SWE;77,4;2000
CHE;76,9;2000
SYR;71,034;2000
TJK;62,468;2000
TZA;49,65;2000
THA;66,937;2000
TLS;58,146;2000
TGO;52,668;2000
TON;68,819;2000
TTO;64,994;2000
TUN;70,847;2000
TUR;66,393;2000
TKM;59,624;2000
UGA;44,718;2000
UKR;62,44;2000
ARE;73,448;2000
GBR;75,4;2000
USA;74,1;2000
URY;71,065;2000
UZB;63,955;2000
VUT;65,875;2000
VEN;68,491;2000
VNM;68,412;2000
VIR;73,4;2000
PSE;69,144;2000
YEM;59,042;2000
ZMB;43,023;2000
ZWE;43,016;2000
AFG;54,929;2001
ALB;71,6;2001
DZA;69,393;2001
AGO;45,808;2001
ATG;71,191;2001
ARG;70,333;2001
ARM;68,501;2001
ABW;71,382;2001
AUS;77;2001
AUT;75,6;2001
AZE;64,032;2001
BHS;69,509;2001
BHR;73,877;2001
BGD;65,503;2001
BRB;71,121;2001
BLR;62,8;2001
BEL;74,9;2001
BLZ;65,609;2001
BEN;54,016;2001
BMU;75,3;2001
BTN;61,432;2001
BOL;59,247;2001
BIH;71,979;2001
BWA;46,831;2001
BRA;66,685;2001
BRN;73,934;2001
BGR;68,5;2001
BFA;49,613;2001
BDI;50,079;2001
CPV;68,602;2001
KHM;57,078;2001
CMR;49,621;2001
CAN;77;2001
CAF;42,537;2001
TCD;46,626;2001
CHI;75,482;2001
CHL;73,968;2001
CHN;70,873;2001
COL;67,636;2001
COM;57,956;2001
COD;49,223;2001
COG;50,618;2001
CRI;75,286;2001
CIV;45,97;2001
HRV;71,03;2001
CUB;74,974;2001
CYP;76,063;2001
CZE;72,1;2001
DNK;74,5;2001
DJI;55,598;2001
DOM;67,836;2001
ECU;70,248;2001
EGY;66,444;2001
SLV;64,594;2001
GNQ;51,78;2001
ERI;53,966;2001
EST;64,6;2001
ETH;51,262;2001
FRO;76,3;2001
FJI;65,308;2001
FIN;74,6;2001
FRA;75,5;2001
PYF;70,108;2001
GAB;58,269;2001
GMB;55,281;2001
GEO;68,438;2001
DEU;75,5;2001
GHA;56,383;2001
GRC;75,9;2001
GRL;65,12;2001
GRD;68,185;2001
GUM;73,1;2001
GTM;65,1;2001
GIN;51,217;2001
GNB;51,554;2001
GUY;62,298;2001
HTI;56,181;2001
HND;68,357;2001
HKG;78,4;2001
HUN;68,2;2001
ISL;78,3;2001
IND;62,171;2001
IDN;64,715;2001
IRN;69,488;2001
IRQ;66,93;2001
IRL;74,5;2001
ISR;77,7;2001
ITA;77,2;2001
JAM;69,755;2001
JPN;78,1;2001
JOR;70,531;2001
KAZ;60,5;2001
KEN;50,122;2001
KIR;61,298;2001
PRK;62,078;2001
KOR;72,82;2001
XKX;65,9;2001
KWT;72,51;2001
KGZ;65;2001
LAO;58,103;2001
LVA;65,2;2001
LBN;73,266;2001
LSO;46,067;2001
LBR;51,845;2001
LBY;69,008;2001
LIE;76,3;2001
LTU;66;2001
LUX;74,8;2001
MAC;77,96;2001
MKD;71,002;2001
MDG;57,938;2001
MWI;45,038;2001
MYS;70,973;2001
MDV;69,976;2001
MLI;48,092;2001
MLT;76,6;2001
MRT;58,506;2001
MUS;68,4;2001
MEX;72,173;2001
FSM;66,799;2001
MDA;63,195;2001
MNG;60,354;2001
MNE;70,483;2001
MAR;67,672;2001
MOZ;47,128;2001
MMR;60,395;2001
NAM;52,479;2001
NPL;61,934;2001
NLD;75,8;2001
NCL;72,1;2001
NZL;76,4;2001
NIC;67,384;2001
NER;49,897;2001
NGA;45,655;2001
NOR;76,2;2001
OMN;70,778;2001
PAK;62,185;2001
PAN;72,797;2001
PNG;59,798;2001
PRY;68,234;2001
PER;68,395;2001
PHL;64,29;2001
POL;70,2;2001
PRT;73,4;2001
PRI;72,94;2001
QAT;75,459;2001
ROU;67,6;2001
RUS;58,92;2001
RWA;48,935;2001
WSM;66,653;2001
SMR;77,9;2001
STP;61,72;2001
SAU;71,138;2001
SEN;56,574;2001
SRB;69,6;2001
SLE;38,565;2001
SGP;76,3;2001
SVK;69,5;2001
SVN;72,1;2001
SLB;62,765;2001
SOM;49,695;2001
ZAF;52,401;2001
SSD;48,448;2001
ESP;76,1;2001
LKA;68,217;2001
LCA;69,795;2001
MAF;74;2001
VCT;68,252;2001
SDN;56,972;2001
SUR;64,631;2001
SWZ;45,432;2001
SWE;77,6;2001
CHE;77,4;2001
SYR;71,269;2001
TJK;62,965;2001
TZA;50,505;2001
THA;67,211;2001
TLS;59,014;2001
TGO;52,727;2001
TON;68,824;2001
TTO;65,027;2001
TUN;71,104;2001
TUR;67,028;2001
TKM;59,888;2001
UGA;45,855;2001
UKR;62,77;2001
ARE;73,702;2001
GBR;75,7;2001
USA;74,3;2001
URY;71,298;2001
UZB;64,166;2001
VUT;66,226;2001
VEN;68,62;2001
VNM;68,613;2001
VIR;74,8;2001
PSE;69,303;2001
YEM;59,298;2001
ZMB;43,809;2001
ZWE;42,671;2001
AFG;55,515;2002
ALB;71,937;2002
DZA;69,906;2002
AGO;46,904;2002
ATG;71,413;2002
ARG;70,507;2002
ARM;68,824;2002
ABW;71,469;2002
AUS;77,4;2002
AUT;75,8;2002
AZE;64,435;2002
BHS;69,832;2002
BHR;74,072;2002
BGD;65,976;2002
BRB;71,279;2002
BLR;62,3;2002
BEL;75,1;2002
BLZ;65,699;2002
BEN;54,415;2002
BMU;75,6;2002
BTN;62,289;2002
BOL;59,782;2002
BIH;72,119;2002
BWA;47,195;2002
BRA;67,098;2002
BRN;74,144;2002
BGR;68,5;2002
BFA;50,208;2002
BDI;50,281;2002
CPV;69,109;2002
KHM;58,007;2002
CMR;50,182;2002
CAN;77,2;2002
CAF;42,529;2002
TCD;46,719;2002
CHI;75,799;2002
CHL;74,209;2002
CHN;71,353;2002
COL;67,911;2002
COM;58,036;2002
COD;49,939;2002
COG;51,048;2002
CRI;75,428;2002
CIV;45,974;2002
HRV;71,21;2002
CUB;75,221;2002
CYP;76,182;2002
CZE;72,1;2002
DNK;74,7;2002
DJI;55,763;2002
DMA;74,5;2002
DOM;68,024;2002
ECU;70,512;2002
EGY;66,619;2002
SLV;64,873;2002
GNQ;52,139;2002
ERI;54,557;2002
EST;65,1;2002
ETH;52,026;2002
FRO;76,6;2002
FJI;65,431;2002
FIN;74,9;2002
FRA;75,7;2002
PYF;70,498;2002
GAB;58,349;2002
GMB;55,69;2002
GEO;68,661;2002
DEU;75,4;2002
GHA;56,637;2002
GRC;76,3;2002
GRL;65,47;2002
GRD;68,4;2002
GUM;73,398;2002
GTM;65,506;2002
GIN;51,386;2002
GNB;51,842;2002
GUY;62,487;2002
HTI;56,434;2002
HND;68,553;2002
HKG;78,6;2002
HUN;68,3;2002
ISL;78,6;2002
IND;62,556;2002
IDN;64,838;2002
IRN;69,756;2002
IRQ;66,783;2002
IRL;75;2002
IMN;74,6;2002
ISR;77,5;2002
ITA;77,4;2002
JAM;69,956;2002
JPN;78,1;2002
JOR;70,692;2002
KAZ;60,7;2002
KEN;50,773;2002
KIR;61,485;2002
PRK;62,993;2002
KOR;73,4;2002
XKX;65,7;2002
KWT;72,586;2002
KGZ;64,4;2002
LAO;58,682;2002
LVA;65,4;2002
LBN;73,716;2002
LSO;45,35;2002
LBR;52,067;2002
LBY;69,107;2002
LIE;77,1;2002
LTU;66,2;2002
LUX;74,6;2002
MAC;78,134;2002
MKD;71,171;2002
MDG;58,506;2002
MWI;45,544;2002
MYS;71,098;2002
MDV;70,78;2002
MLI;48,889;2002
MLT;76,3;2002
MRT;58,611;2002
MUS;68,6;2002
MEX;72,373;2002
FSM;66,902;2002
MDA;63,387;2002
MNG;60,622;2002
MNE;70,557;2002
MAR;68,216;2002
MOZ;47,692;2002
MMR;60,716;2002
NAM;51,993;2002
NPL;62,567;2002
NLD;76;2002
NCL;71,2;2002
NZL;76,7;2002
NIC;67,781;2002
NER;50,531;2002
NGA;46,008;2002
NOR;76,5;2002
OMN;71,191;2002
PAK;62,393;2002
PAN;72,93;2002
PNG;60,129;2002
PRY;68,515;2002
PER;68,799;2002
PHL;64,382;2002
POL;70,4;2002
PRT;73,7;2002
PRI;73,58;2002
QAT;75,542;2002
ROU;67,4;2002
RUS;58,68;2002
RWA;50,052;2002
WSM;67,005;2002
SMR;77,9;2002
STP;61,942;2002
SAU;71,344;2002
SEN;57,061;2002
SRB;69,7;2002
SYC;69,1;2002
SLE;39,519;2002
SGP;76,6;2002
SVK;69,8;2002
SVN;72,3;2002
SLB;63,272;2002
SOM;49,976;2002
ZAF;51,573;2002
SSD;48,863;2002
ESP;76,3;2002
LKA;68,943;2002
KNA;68,8;2002
LCA;70,019;2002
MAF;74,2;2002
VCT;68,334;2002
SDN;57,354;2002
SUR;64,763;2002
SWZ;44,706;2002
SWE;77,7;2002
CHE;77,8;2002
SYR;71,559;2002
TJK;63,439;2002
TZA;51,476;2002
THA;67,548;2002
TLS;59,903;2002
TGO;52,889;2002
TON;68,829;2002
TTO;65,088;2002
TUN;71,337;2002
TUR;67,621;2002
TKM;60,188;2002
UGA;47,085;2002
UKR;62,7;2002
ARE;73,951;2002
GBR;75,9;2002
USA;74,4;2002
URY;71,518;2002
UZB;64,399;2002
VUT;66,565;2002
VEN;68,746;2002
VNM;68,799;2002
VIR;75;2002
PSE;69,451;2002
YEM;59,573;2002
ZMB;44,715;2002
ZWE;42,606;2002
AFG;56,121;2003
ALB;72,223;2003
DZA;70,427;2003
AGO;48,031;2003
ATG;71,633;2003
ARG;70,672;2003
ARM;69,06;2003
ABW;71,572;2003
AUS;77,8;2003
AUT;75,9;2003
AZE;64,855;2003
BHS;70,139;2003
BHR;74,253;2003
BGD;66,422;2003
BRB;71,434;2003
BLR;62,7;2003
BEL;75,3;2003
BLZ;65,862;2003
BEN;54,866;2003
BMU;75,7;2003
BTN;63,123;2003
BOL;60,318;2003
BIH;72,237;2003
BWA;47,936;2003
BRA;67,498;2003
BRN;74,354;2003
BGR;68,7;2003
BFA;50,888;2003
BDI;50,501;2003
CPV;69,505;2003
KHM;58,941;2003
CMR;50,788;2003
CAN;77,4;2003
CAF;42,645;2003
TCD;46,847;2003
CHI;76,12;2003
CHL;74,435;2003
CHN;71,797;2003
COL;68,173;2003
COM;58,153;2003
COD;50,698;2003
COG;51,709;2003
CRI;75,559;2003
CIV;46,144;2003
HRV;71,17;2003
CUB;75,482;2003
CYP;76,299;2003
CZE;72;2003
DNK;74,9;2003
DJI;55,98;2003
DOM;68,22;2003
ECU;70,76;2003
EGY;66,787;2003
SLV;65,151;2003
GNQ;52,472;2003
ERI;55,216;2003
EST;66;2003
ETH;52,885;2003
FRO;76,7;2003
FJI;65,549;2003
FIN;75,1;2003
FRA;75,7;2003
PYF;70,913;2003
GAB;58,552;2003
GMB;56,084;2003
GEO;68,81;2003
DEU;75,6;2003
GHA;56,976;2003
GRC;76,5;2003
GRL;65,85;2003
GRD;68,617;2003
GUM;73,67;2003
GTM;65,875;2003
GIN;51,689;2003
GNB;52,079;2003
GUY;62,668;2003
HTI;56,705;2003
HND;68,741;2003
HKG;78,5;2003
HUN;68,3;2003
ISL;79,5;2003
IND;62,944;2003
IDN;64,961;2003
IRN;69,988;2003
IRQ;66,53;2003
IRL;75,7;2003
ISR;77,6;2003
ITA;77,3;2003
JAM;70,2;2003
JPN;78,36;2003
JOR;70,849;2003
KAZ;60,5;2003
KEN;51,705;2003
KIR;61,64;2003
PRK;63,757;2003
KOR;73,86;2003
XKX;66;2003
KWT;72,66;2003
KGZ;64,5;2003
LAO;59,263;2003
LVA;65,9;2003
LBN;74,168;2003
LSO;45,019;2003
LBR;52,529;2003
LBY;69,209;2003
LIE;78,4;2003
LTU;66,5;2003
LUX;74,8;2003
MAC;78,302;2003
MKD;71,339;2003
MDG;59,016;2003
MWI;46,239;2003
MYS;71,202;2003
MDV;71,577;2003
MLI;49,733;2003
MLT;76,4;2003
MRT;58,744;2003
MUS;68,77333333;2003
MEX;72,558;2003
FSM;67,015;2003
MDA;63,569;2003
MNG;60,9;2003
MNE;70,68;2003
MAR;68,779;2003
MOZ;48,298;2003
MMR;61,018;2003
NAM;51,697;2003
NPL;63,17;2003
NLD;76,2;2003
NCL;72,1;2003
NZL;77;2003
NIC;68,165;2003
NER;51,178;2003
NGA;46,44;2003
NOR;77;2003
OMN;71,591;2003
PAK;62,592;2003
PAN;73,048;2003
PNG;60,461;2003
PRY;68,778;2003
PER;69,176;2003
PHL;64,467;2003
POL;70,5;2003
PRT;74;2003
PRI;74,12;2003
QAT;75,613;2003
ROU;67,7;2003
RUS;58,56;2003
RWA;51,269;2003
WSM;67,365;2003
SMR;78;2003
STP;62,199;2003
SAU;71,508;2003
SEN;57,645;2003
SRB;69,9;2003
SYC;66,2;2003
SLE;40,514;2003
SGP;76,6;2003
SVK;69,8;2003
SVN;73,2;2003
SLB;63,784;2003
SOM;50,248;2003
ZAF;50,888;2003
SSD;49,278;2003
ESP;76,4;2003
LKA;69,562;2003
LCA;70,264;2003
MAF;74,4;2003
VCT;68,486;2003
SDN;57,76;2003
SUR;64,955;2003
SWZ;44,305;2003
SWE;77,9;2003
CHE;78;2003
SYR;71,873;2003
TJK;63,912;2003
TZA;52,532;2003
THA;67,931;2003
TLS;60,844;2003
TGO;53,133;2003
TON;68,841;2003
TTO;65,175;2003
TUN;71,549;2003
TUR;68,162;2003
TKM;60,52;2003
UGA;48,357;2003
UKR;62,64;2003
ARE;74,197;2003
GBR;76,3;2003
USA;74,5;2003
URY;71,725;2003
UZB;64,653;2003
VUT;66,892;2003
VEN;68,867;2003
VNM;68,974;2003
VIR;75,1;2003
PSE;69,594;2003
YEM;59,872;2003
ZMB;45,725;2003
ZWE;42,816;2003
AFG;56,74;2004
ALB;72,461;2004
DZA;70,949;2004
AGO;49,167;2004
ATG;71,852;2004
ARG;70,83;2004
ARM;69,214;2004
ABW;71,688;2004
AUS;78,1;2004
AUT;76,4;2004
AZE;65,291;2004
BHS;70,421;2004
BHR;74,42;2004
BGD;66,847;2004
BRB;71,589;2004
BLR;63,2;2004
BEL;76;2004
BLZ;66,078;2004
BEN;55,352;2004
BMU;75,9;2004
BTN;63,923;2004
BOL;60,854;2004
BIH;72,355;2004
BWA;49,001;2004
BRA;67,886;2004
BRN;74,558;2004
BGR;69,1;2004
BFA;51,637;2004
BDI;50,756;2004
CPV;69,78;2004
KHM;59,858;2004
CMR;51,409;2004
CAN;77,8;2004
CAF;42,883;2004
TCD;47,019;2004
CHI;76,44;2004
CHL;74,647;2004
CHN;72,195;2004
COL;68,423;2004
COM;58,319;2004
COD;51,47;2004
COG;52,576;2004
CRI;75,68;2004
CIV;46,468;2004
HRV;72,13;2004
CUB;75,752;2004
CYP;76,416;2004
CZE;72,6;2004
DNK;75,2;2004
DJI;56,249;2004
DOM;68,425;2004
ECU;70,995;2004
EGY;66,957;2004
SLV;65,432;2004
GNQ;52,783;2004
ERI;55,939;2004
EST;66,3;2004
ETH;53,83;2004
FRO;76,8;2004
FJI;65,665;2004
FIN;75,3;2004
FRA;76,7;2004
PYF;71,343;2004
GAB;58,875;2004
GMB;56,461;2004
GEO;68,883;2004
DEU;75,9;2004
GHA;57,389;2004
GRC;76,6;2004
GRL;66,08;2004
GRD;68,835;2004
GUM;73,918;2004
GTM;66,211;2004
GIN;52,13;2004
GNB;52,273;2004
GUY;62,84;2004
HTI;56,998;2004
HND;68,926;2004
HKG;79;2004
HUN;68,6;2004
ISL;78,9;2004
IND;63,334;2004
IDN;65,09;2004
IRN;70,199;2004
IRQ;66,205;2004
IRL;76,1;2004
ISR;78;2004
ITA;78;2004
JAM;70,48;2004
JPN;78,64;2004
JOR;71,004;2004
KAZ;60,4;2004
KEN;52,877;2004
KIR;61,766;2004
PRK;64,31;2004
KOR;74,51;2004
XKX;66,3;2004
KWT;72,735;2004
KGZ;64,3;2004
LAO;59,842;2004
LVA;67,1;2004
LBN;74,615;2004
LSO;45,067;2004
LBR;53,25;2004
LBY;69,309;2004
LIE;78,6;2004
LTU;66,4;2004
LUX;76;2004
MAC;78,472;2004
MKD;71,507;2004
MDG;59,477;2004
MWI;47,123;2004
MYS;71,289;2004
MDV;72,351;2004
MLI;50,592;2004
MLT;77,4;2004
MRT;58,912;2004
MUS;68,94666667;2004
MEX;72,735;2004
FSM;67,137;2004
MDA;63,739;2004
MNG;61,191;2004
MNE;70,854;2004
MAR;69,351;2004
MOZ;48,945;2004
MMR;61,303;2004
NAM;51,621;2004
NPL;63,743;2004
NLD;76,9;2004
NCL;72,1;2004
NZL;77,5;2004
NIC;68,539;2004
NER;51,839;2004
NGA;46,942;2004
NOR;77,5;2004
OMN;71,978;2004
PAK;62,785;2004
PAN;73,154;2004
PNG;60,79;2004
PRY;69,018;2004
PER;69,524;2004
PHL;64,55;2004
POL;70,7;2004
PRT;74,5;2004
PRI;74,21;2004
QAT;75,679;2004
ROU;68,0333;2004
RUS;58,91;2004
RWA;52,661;2004
WSM;67,735;2004
SMR;78,6;2004
STP;62,486;2004
SAU;71,635;2004
SEN;58,309;2004
SRB;70;2004
SYC;69;2004
SLE;41,527;2004
SGP;77,1;2004
SVK;70,3;2004
SVN;73,5;2004
SLB;64,301;2004
SOM;50,529;2004
ZAF;50,393;2004
SSD;49,699;2004
ESP;76,7;2004
LKA;70,038;2004
LCA;70,522;2004
MAF;74,6;2004
VCT;68,704;2004
SDN;58,187;2004
SUR;65,205;2004
SWZ;44,24;2004
SWE;78,4;2004
CHE;78,6;2004
SYR;72,161;2004
TJK;64,385;2004
TZA;53,639;2004
THA;68,345;2004
TLS;61,832;2004
TGO;53,452;2004
TON;68,863;2004
TTO;65,285;2004
TUN;71,742;2004
TUR;68,645;2004
TKM;60,878;2004
UGA;49,624;2004
UKR;62,6;2004
ARE;74,438;2004
GBR;76,6;2004
USA;75;2004
URY;71,921;2004
UZB;64,93;2004
VUT;67,206;2004
VEN;68,984;2004
VNM;69,14;2004
VIR;75,7;2004
PSE;69,735;2004
YEM;60,191;2004
ZMB;46,818;2004
ZWE;43,304;2004
AFG;57,359;2005
ALB;72,678;2005
DZA;71,458;2005
AGO;50,296;2005
ATG;72,063;2005
ARG;70,981;2005
ARM;69,31;2005
ABW;71,816;2005
AUS;78,5;2005
AUT;76,6;2005
AZE;65,741;2005
BHS;70,674;2005
BHR;74,574;2005
BGD;67,253;2005
BRB;71,744;2005
BLR;62,9;2005
BEL;76,2;2005
BLZ;66,32;2005
BEN;55,85;2005
BMU;76,1;2005
BTN;64,676;2005
BOL;61,391;2005
BIH;72,489;2005
BWA;50,303;2005
BRA;68,266;2005
BRN;74,745;2005
BGR;69;2005
BFA;52,436;2005
BDI;51,06;2005
CPV;69,939;2005
KHM;60,738;2005
CMR;52,009;2005
CAN;78;2005
CAF;43,236;2005
TCD;47,248;2005
CHI;76,754;2005
CHL;74,845;2005
CHN;72,54;2005
COL;68,662;2005
COM;58,542;2005
COD;52,229;2005
COG;53,606;2005
CRI;75,793;2005
CIV;46,913;2005
HRV;71,83;2005
CUB;76,018;2005
CYP;76,535;2005
CZE;72,9;2005
DNK;75,6;2005
DJI;56,576;2005
DOM;68,636;2005
ECU;71,217;2005
EGY;67,138;2005
SLV;65,716;2005
GNQ;53,082;2005
ERI;56,709;2005
EST;67,3;2005
ETH;54,846;2005
FRO;76,9;2005
FJI;65,783;2005
FIN;75,5;2005
FRA;76,7;2005
PYF;71,775;2005
GAB;59,305;2005
GMB;56,82;2005
GEO;68,883;2005
DEU;76,2;2005
GHA;57,853;2005
GRC;76,8;2005
GRL;66,65;2005
GRD;69,056;2005
GUM;74,154;2005
GTM;66,528;2005
GIN;52,694;2005
GNB;52,438;2005
GUY;63,003;2005
HTI;57,318;2005
HND;69,109;2005
HKG;78,8;2005
HUN;68,6;2005
ISL;79,6;2005
IND;63,724;2005
IDN;65,231;2005
IRN;70,419;2005
IRQ;65,869;2005
IRL;76,7;2005
ISR;78,2;2005
ITA;78,1;2005
JAM;70,789;2005
JPN;78,53;2005
JOR;71,155;2005
KAZ;60,3;2005
KEN;54,229;2005
KIR;61,866;2005
PRK;64,653;2005
KOR;75,14;2005
XKX;66,5;2005
KWT;72,811;2005
KGZ;64,2;2005
LAO;60,413;2005
LVA;65,6;2005
LBN;75,048;2005
LSO;45,448;2005
LBR;54,194;2005
LBY;69,391;2005
LIE;77,4;2005
LTU;65,4;2005
LUX;76,7;2005
MAC;78,649;2005
MKD;71,678;2005
MDG;59,899;2005
MWI;48,194;2005
MYS;71,37;2005
MDV;73,069;2005
MLI;51,429;2005
MLT;77,3;2005
MRT;59,117;2005
MUS;69,12;2005
MEX;72,906;2005
FSM;67,259;2005
MDA;63,916;2005
MNG;61,504;2005
MNE;71,084;2005
MAR;69,927;2005
MOZ;49,619;2005
MMR;61,577;2005
NAM;51,801;2005
NPL;64,283;2005
NLD;77,2;2005
NCL;71,9;2005
NZL;77,9;2005
NIC;68,902;2005
NER;52,519;2005
NGA;47,493;2005
NOR;77,7;2005
OMN;72,348;2005
PAK;62,983;2005
PLW;66,3;2005
PAN;73,257;2005
PNG;61,108;2005
PRY;69,238;2005
PER;69,84;2005
PHL;64,632;2005
POL;70,8;2005
PRT;74,9;2005
PRI;74,34;2005
QAT;75,746;2005
ROU;68,3667;2005
RUS;58,92;2005
RWA;54,23;2005
WSM;68,121;2005
SMR;79;2005
STP;62,786;2005
SAU;71,735;2005
SEN;59,028;2005
SRB;70,2;2005
SYC;67,4;2005
SLE;42,546;2005
SGP;77,6;2005
SVK;70,1;2005
SVN;74,1;2005
SLB;64,821;2005
SOM;50,829;2005
ZAF;50,15;2005
SSD;50,136;2005
ESP;77;2005
LKA;70,36;2005
LCA;70,781;2005
MAF;74,7;2005
VCT;68,976;2005
SDN;58,636;2005
SUR;65,506;2005
SWZ;44,508;2005
SWE;78,4;2005
CHE;78,7;2005
SYR;72,299;2005
TJK;64,854;2005
TZA;54,75;2005
THA;68,767;2005
TLS;62,82;2005
TGO;53,849;2005
TON;68,898;2005
TTO;65,42;2005
TUN;71,919;2005
TUR;69,073;2005
TKM;61,255;2005
UGA;50,839;2005
UKR;62,23;2005
ARE;74,67;2005
GBR;77;2005
USA;75;2005
URY;72,103;2005
UZB;65,234;2005
VUT;67,508;2005
VEN;69,097;2005
VNM;69,302;2005
VIR;75,5;2005
PSE;69,878;2005
YEM;60,527;2005
ZMB;47,992;2005
ZWE;44,089;2005
AFG;57,964;2006
ALB;72,911;2006
DZA;71,942;2006
AGO;51,412;2006
ATG;72,265;2006
ARG;71,128;2006
ARM;69,381;2006
ABW;71,952;2006
AUS;78,7;2006
AUT;77,1;2006
AZE;66,201;2006
BHS;70,898;2006
BHR;74,719;2006
BGD;67,641;2006
BRB;71,899;2006
BLR;63,6;2006
BEL;76,6;2006
BLZ;66,555;2006
BEN;56,334;2006
BMU;76,4;2006
BTN;65,374;2006
BOL;61,933;2006
BIH;72,641;2006
BWA;51,741;2006
