country;density;year
IRN;53,651;1973
IRQ;60,282;1973
IRL;68,868;1973
ISR;70,23;1973
ITA;69,08;1973
JAM;67,726;1973
JPN;71,66;1973
JOR;61,084;1973
KAZ;57,918;1973
KEN;51,92;1973
KIR;53,496;1973
PRK;58,665;1973
KOR;59,61;1973
KWT;66,034;1973
KGZ;56,989;1973
LAO;45,789;1973
LVA;65,35;1973
LBN;65,054;1973
LSO;48,261;1973
LBR;39,504;1973
LBY;57,142;1973
LTU;67,22;1973
LUX;66,885;1973
MAC;68,895;1973
MKD;66,142;1973
MDG;45,302;1973
MWI;41,151;1973
MYS;64,413;1973
MDV;47,2;1973
MLI;33,633;1973
MLT;70,4;1973
MRT;49,276;1973
MUS;60,727;1973
MEX;60,291;1973
FSM;62,439;1973
MDA;61,667;1973
MNG;54,191;1973
MNE;68,026;1973
MAR;52,649;1973
MOZ;39,108;1973
MMR;49,728;1973
NAM;51,515;1973
NPL;41,981;1973
NLD;71,3;1973
NCL;61,4;1973
NZL;68,4;1973
NIC;53,873;1973
NER;35,826;1973
NGA;40,991;1973
NOR;71,33;1973
OMN;51,488;1973
PAK;54,334;1973
PAN;65,379;1973
PNG;48,554;1973
PRY;63,836;1973
PER;54,098;1973
PHL;59,508;1973
POL;67,2;1973
PRT;64,5;1973
PRI;69,134;1973
QAT;68,984;1973
ROU;66,83;1973
RUS;63,28;1973
RWA;42,96;1973
WSM;53,25;1973
STP;56,584;1973
SAU;54,125;1973
SEN;40,479;1973
SLE;36,949;1973
SGP;66,173;1973
SVK;66,808;1973
SVN;65,6;1973
SLB;55,241;1973
SOM;40,594;1973
ZAF;53,803;1973
SSD;35,607;1973
ESP;69,84;1973
LKA;63,707;1973
LCA;61,403;1973
VCT;63,626;1973
SDN;51,748;1973
SUR;61,82;1973
SWZ;47,86;1973
SWE;72,16;1973
CHE;70,98;1973
SYR;59,86;1973
TJK;58,581;1973
TZA;46,313;1973
THA;58,403;1973
TLS;37,273;1973
TGO;46,854;1973
TON;64,957;1973
TTO;63,325;1973
TUN;53,58;1973
TUR;51,241;1973
TKM;55,652;1973
UGA;47,768;1973
UKR;65,76;1973
ARE;62,278;1973
GBR;69,3;1973
USA;67,6;1973
URY;65,66;1973
UZB;59,453;1973
VUT;52,71;1973
VEN;63,33;1973
VNM;54,27;1973
VIR;68,439;1973
YEM;42,366;1973
ZMB;48,799;1973
ZWE;54,268;1973
AFG;37,791;1974
ALB;66,762;1974
DZA;51,351;1974
AGO;37,168;1974
ATG;64,333;1974
ARG;64,485;1974
ARM;67,52;1974
ABW;67,857;1974
AUS;68,88;1974
AUT;67,5;1974
AZE;59,991;1974
BHS;64,249;1974
BHR;64,771;1974
BGD;47,892;1974
BRB;64,55;1974
BLR;66,331;1974
BEL;68,82;1974
BLZ;65,944;1974
BEN;42,243;1974
BTN;41,197;1974
BOL;45,994;1974
BIH;66,024;1974
BWA;55,044;1974
BRA;57,545;1974
BRN;66,982;1974
BGR;68,93;1974
BFA;39,83;1974
BDI;43,257;1974
CPV;55,369;1974
KHM;25,398;1974
CMR;46,726;1974
CAN;69,74;1974
CAF;43,184;1974
TCD;41,811;1974
CHI;69,132;1974
CHL;61,76;1974
CHN;61,709;1974
COL;60,306;1974
COM;45,76;1974
COD;43,575;1974
COG;53,131;1974
CRI;66,466;1974
CIV;45,208;1974
HRV;65,401;1974
CUB;70,129;1974
CYP;71,504;1974
CZE;66,75;1974
DNK;70,94;1974
DJI;49,93;1974
DOM;58,834;1974
ECU;58,08;1974
EGY;52,141;1974
SLV;52,407;1974
GNQ;39,321;1974
ERI;43,007;1974
EST;64,999;1974
ETH;42,405;1974
FJI;59,615;1974
FIN;66,93;1974
FRA;68,8;1974
PYF;59,827;1974
GAB;48,406;1974
GMB;40,136;1974
GEO;64,646;1974
DEU;68,132;1974
GHA;49,27;1974
GRC;69,41;1974
GRD;62,784;1974
GUM;65,16;1974
GTM;53,346;1974
GIN;36,832;1974
GNB;41,619;1974
GUY;59,556;1974
HTI;47,371;1974
HND;53,105;1974
HKG;69,1;1974
HUN;66,37;1974
ISL;71,18;1974
IND;50,72;1974
IDN;55,613;1974
IRN;54,669;1974
IRQ;60,847;1974
IRL;68,953;1974
ISR;70,13;1974
ITA;69,71;1974
JAM;68,052;1974
JPN;72,55;1974
JOR;61,693;1974
KAZ;58,137;1974
KEN;52,489;1974
KIR;53,807;1974
PRK;59,386;1974
KOR;59,9;1974
KWT;66,394;1974
KGZ;57,229;1974
LAO;46,099;1974
LVA;64,98;1974
LBN;65,258;1974
LSO;48,682;1974
LBR;40,22;1974
LBY;57,984;1974
LTU;67,01;1974
LUX;67,025;1974
MAC;69,389;1974
MKD;66,352;1974
MDG;45,753;1974
MWI;41,576;1974
MYS;64,751;1974
MDV;48,13;1974
MLI;34,342;1974
MLT;70,65;1974
MRT;49,689;1974
MUS;60,759;1974
MEX;60,705;1974
FSM;62,89;1974
MDA;61,675;1974
MNG;54,38;1974
MNE;68,198;1974
MAR;53,039;1974
MOZ;39,547;1974
MMR;50,112;1974
NAM;52,055;1974
NPL;42,544;1974
NLD;71,61;1974
NCL;61,8;1974
NZL;68,9;1974
NIC;54,293;1974
NER;36,042;1974
NGA;41,452;1974
NOR;71,7;1974
OMN;52,384;1974
PAK;54,744;1974
PAN;65,792;1974
PNG;49,27;1974
PRY;63,962;1974
PER;54,748;1974
PHL;59,539;1974
POL;67,8;1974
PRT;64,8;1974
PRI;69,394;1974
QAT;69,499;1974
ROU;67,29;1974
RUS;63,13;1974
RWA;43,108;1974
WSM;53,75;1974
STP;57,228;1974
SAU;55,261;1974
SEN;41,445;1974
SLE;37,728;1974
SGP;66,606;1974
SVK;66,792;1974
SVN;66,6;1974
SLB;55,773;1974
SOM;40,976;1974
ZAF;53,884;1974
SSD;36,003;1974
ESP;70,16;1974
LKA;64,099;1974
LCA;61,989;1974
VCT;63,78;1974
SDN;51,989;1974
SUR;62,038;1974
SWZ;48,471;1974
SWE;72,2;1974
CHE;71,17;1974
SYR;60,603;1974
TJK;58,843;1974
TZA;46,761;1974
THA;58,876;1974
TLS;35,764;1974
TGO;47,398;1974
TON;65,187;1974
TTO;63,505;1974
TUN;54,743;1974
TUR;51,82;1974
TKM;55,87;1974
UGA;47,834;1974
UKR;65,503;1974
ARE;62,975;1974
GBR;69,5;1974
USA;68,2;1974
URY;65,752;1974
UZB;59,662;1974
VUT;53,283;1974
VEN;63,652;1974
VNM;55,231;1974
VIR;68,721;1974
YEM;43,251;1974
ZMB;49,163;1974
ZWE;54,636;1974
AFG;38,287;1975
ALB;67,19;1975
DZA;51,986;1975
AGO;37,557;1975
ATG;64,633;1975
ARG;64,766;1975
ARM;67,509;1975
ABW;68,11;1975
AUS;69,24;1975
AUT;67,7;1975
AZE;60,073;1975
BHS;64,461;1975
BHR;65,457;1975
BGD;48,798;1975
BRB;64,873;1975
BLR;66,239;1975
BEL;68,82;1975
BLZ;66,249;1975
BEN;42,645;1975
BTN;41,747;1975
BOL;46,414;1975
BIH;66,431;1975
BWA;55,67;1975
BRA;57,78;1975
BRN;67,315;1975
BGR;68,64;1975
BFA;40,422;1975
BDI;43,655;1975
CPV;56,352;1975
KHM;20,926;1975
CMR;47,253;1975
CAN;69,99;1975
CAF;43,919;1975
TCD;42,182;1975
CHI;69,289;1975
CHL;62,425;1975
CHN;62,532;1975
COL;60,698;1975
COM;46,204;1975
COD;43,771;1975
COG;53,408;1975
CRI;66,956;1975
CIV;45,911;1975
HRV;66,68;1975
CUB;70,542;1975
CYP;71,728;1975
CZE;67;1975
DNK;71,28;1975
DJI;50,308;1975
DOM;59,27;1975
ECU;58,567;1975
EGY;52,794;1975
SLV;52,277;1975
GNQ;39,619;1975
ERI;43,376;1975
EST;64,754;1975
ETH;42,555;1975
FJI;59,939;1975
FIN;67,42;1975
FRA;69;1975
PYF;60,165;1975
GAB;49,231;1975
GMB;40,985;1975
GEO;64,937;1975
DEU;68,311;1975
GHA;49,552;1975
GRC;69,602;1975
GRD;63,052;1975
GUM;65,515;1975
GTM;53,735;1975
GIN;37,294;1975
GNB;42,018;1975
GUY;59,58;1975
HTI;47,718;1975
HND;53,795;1975
HKG;70,1;1975
HUN;66,29;1975
ISL;72,33;1975
IND;51,285;1975
IDN;56,124;1975
IRN;55,412;1975
IRQ;61,203;1975
IRL;69,061;1975
ISR;70,25;1975
ITA;69,54;1975
JAM;68,386;1975
JPN;73,35;1975
JOR;62,285;1975
KAZ;58,347;1975
KEN;53,054;1975
KIR;54,056;1975
PRK;60,059;1975
KOR;60,19;1975
KWT;66,749;1975
KGZ;57,459;1975
LAO;46,399;1975
LVA;63,94;1975
LBN;65,446;1975
LSO;49,152;1975
LBR;40,952;1975
LBY;58,808;1975
LTU;66,36;1975
LUX;67,202;1975
MAC;69,863;1975
MKD;66,519;1975
MDG;46,189;1975
MWI;41,981;1975
MYS;65,077;1975
MDV;49,088;1975
MLI;35,054;1975
MLT;70,897;1975
MRT;50,125;1975
MUS;60,872;1975
MEX;61,126;1975
FSM;63,318;1975
MDA;61,666;1975
MNG;54,492;1975
MNE;68,354;1975
MAR;53,457;1975
MOZ;39,932;1975
MMR;50,513;1975
NAM;52,618;1975
NPL;43,111;1975
NLD;71,45;1975
NCL;62,2;1975
NZL;69;1975
NIC;54,646;1975
NER;36,302;1975
NGA;41,916;1975
NOR;71,72;1975
OMN;53,325;1975
PAK;55,114;1975
PAN;66,2;1975
PNG;49,992;1975
PRY;64,083;1975
PER;55,35;1975
PHL;59,544;1975
POL;67;1975
PRT;64,7;1975
PRI;69,641;1975
QAT;69,968;1975
ROU;67,37;1975
RUS;62,48;1975
RWA;43,348;1975
WSM;54,25;1975
STP;57,804;1975
SAU;56,375;1975
SEN;42,489;1975
SLE;38,376;1975
SGP;67,048;1975
SVK;66,8;1975
SVN;66,7;1975
SLB;56,292;1975
SOM;41,358;1975
ZAF;53,95;1975
SSD;36,384;1975
ESP;70,47;1975
LKA;64,48;1975
LCA;62,578;1975
VCT;63,919;1975
SDN;52,193;1975
SUR;62,255;1975
SWZ;49,086;1975
SWE;72,17;1975
CHE;71,49;1975
SYR;61,318;1975
TJK;59,092;1975
TZA;47,2;1975
THA;59,345;1975
TLS;34,11;1975
TGO;47,939;1975
TON;65,399;1975
TTO;63,701;1975
TUN;55,876;1975
TUR;52,414;1975
TKM;56,083;1975
UGA;47,88;1975
UKR;65,24;1975
ARE;63,641;1975
GBR;69,7;1975
USA;68,8;1975
URY;65,876;1975
UZB;59,866;1975
VUT;53,859;1975
VEN;63,956;1975
VNM;56,651;1975
VIR;68,993;1975
YEM;44,169;1975
ZMB;49,455;1975
ZWE;55,038;1975
AFG;38,801;1976
ALB;67,596;1976
DZA;52,751;1976
AGO;37,909;1976
ATG;64,929;1976
ARG;65,045;1976
ARM;67,486;1976
ABW;68,394;1976
AUS;69,6;1976
AUT;68,2;1976
AZE;60,143;1976
BHS;64,669;1976
BHR;66,102;1976
BGD;49,871;1976
BRB;65,191;1976
BLR;66,132;1976
BEL;68,91;1976
BLZ;66,546;1976
BEN;43,034;1976
BTN;42,324;1976
BOL;46,841;1976
BIH;66,773;1976
BWA;56,297;1976
BRA;58,004;1976
BRN;67,641;1976
BGR;68,99;1976
BFA;41,125;1976
BDI;44,082;1976
CPV;57,313;1976
KHM;17,657;1976
CMR;47,778;1976
CAN;70,3;1976
CAF;44,608;1976
TCD;42,517;1976
CHI;69,47;1976
CHL;63,094;1976
CHN;63,265;1976
COL;61,117;1976
COM;46,68;1976
COD;43,96;1976
COG;53,681;1976
CRI;67,471;1976
CIV;46,58;1976
HRV;67,27;1976
CUB;70,933;1976
CYP;71,947;1976
CZE;67,04;1976
DNK;70,93;1976
DJI;50,649;1976
DOM;59,683;1976
ECU;59,072;1976
EGY;53,495;1976
SLV;52,081;1976
GNQ;39,982;1976
ERI;43,738;1976
EST;64,511;1976
ETH;42,629;1976
FJI;60,252;1976
FIN;67,53;1976
FRA;69,2;1976
PYF;60,544;1976
GAB;50,059;1976
GMB;41,824;1976
GEO;65,187;1976
DEU;68,52;1976
GHA;49,854;1976
GRC;69,782;1976
GRD;63,312;1976
GUM;65,859;1976
GTM;54,095;1976
GIN;37,795;1976
GNB;42,414;1976
GUY;59,602;1976
HTI;48,063;1976
HND;54,511;1976
HKG;69,6;1976
HUN;66,7;1976
ISL;73,86;1976
IND;51,829;1976
IDN;56,621;1976
IRN;55,588;1976
IRQ;61,156;1976
IRL;69,194;1976
ISR;71,2;1976
ITA;69,87;1976
JAM;68,725;1976
JPN;73,73;1976
JOR;62,854;1976
KAZ;58,56;1976
KEN;53,626;1976
KIR;54,245;1976
PRK;60,682;1976
KOR;60,47;1976
KWT;67,101;1976
KGZ;57,687;1976
LAO;46,687;1976
LVA;63,96;1976
LBN;65,617;1976
LSO;49,67;1976
LBR;41,685;1976
LBY;59,613;1976
LTU;66,28;1976
LUX;67,419;1976
MAC;70,309;1976
MKD;66,643;1976
MDG;46,61;1976
MWI;42,369;1976
MYS;65,393;1976
MDV;50,074;1976
MLI;35,774;1976
MLT;71,142;1976
MRT;50,601;1976
MUS;61,101;1976
MEX;61,553;1976
FSM;63,703;1976
MDA;61,636;1976
MNG;54,538;1976
MNE;68,521;1976
MAR;53,918;1976
MOZ;40,226;1976
MMR;50,932;1976
NAM;53,17;1976
NPL;43,687;1976
NLD;71,53;1976
NCL;62,6;1976
NZL;69,3;1976
NIC;54,932;1976
NER;36,615;1976
NGA;42,383;1976
NOR;72,02;1976
OMN;54,297;1976
PAK;55,449;1976
PAN;66,595;1976
PNG;50,709;1976
PRY;64,198;1976
PER;55,915;1976
PHL;59,543;1976
POL;66,9;1976
PRT;65,3;1976
PRI;69,864;1976
QAT;70,396;1976
ROU;67,45;1976
RUS;62,19;1976
RWA;43,734;1976
WSM;54,75;1976
STP;58,274;1976
SAU;57,454;1976
SEN;43,573;1976
SLE;38,909;1976
SGP;67,493;1976
SVK;66,821;1976
SVN;66,6;1976
SLB;56,79;1976
SOM;41,742;1976
ZAF;54,012;1976
SSD;36,729;1976
ESP;70,75;1976
LKA;64,863;1976
LCA;63,166;1976
VCT;64,074;1976
SDN;52,36;1976
SUR;62,471;1976
SWZ;49,708;1976
SWE;72,14;1976
CHE;71,6;1976
SYR;62,005;1976
TJK;59,327;1976
TZA;47,61;1976
THA;59,799;1976
TLS;32,671;1976
TGO;48,477;1976
TON;65,597;1976
TTO;63,897;1976
TUN;56,972;1976
TUR;53,02;1976
TKM;56,302;1976
UGA;47,915;1976
UKR;64,973;1976
ARE;64,278;1976
GBR;69,8;1976
USA;69,1;1976
URY;66,034;1976
UZB;60,073;1976
VUT;54,441;1976
VEN;64,245;1976
VNM;58,317;1976
VIR;69,252;1976
YEM;45,12;1976
ZMB;49,659;1976
ZWE;55,491;1976
AFG;39,334;1977
ALB;67,943;1977
DZA;53,649;1977
AGO;38,211;1977
ATG;65,221;1977
ARG;65,327;1977
ARM;67,479;1977
ABW;68,706;1977
AUS;69,92;1977
AUT;68,5;1977
AZE;60,21;1977
BHS;64,873;1977
BHR;66,709;1977
BGD;50,945;1977
BRB;65,503;1977
BLR;66,004;1977
BEL;69,53;1977
BLZ;66,844;1977
BEN;43,402;1977
BTN;42,937;1977
BOL;47,275;1977
BIH;67,05;1977
BWA;56,916;1977
BRA;58,223;1977
BRN;67,96;1977
BGR;68,26;1977
BFA;41,94;1977
BDI;44,509;1977
CPV;58,192;1977
KHM;16,286;1977
CMR;48,291;1977
CAN;70,64;1977
CAF;45,239;1977
TCD;42,825;1977
CHI;69,675;1977
CHL;63,765;1977
CHN;63,912;1977
COL;61,549;1977
COM;47,197;1977
COD;44,16;1977
COG;53,954;1977
CRI;68,006;1977
CIV;47,208;1977
HRV;67,52;1977
CUB;71,297;1977
CYP;72,16;1977
CZE;67,11;1977
DNK;71,73;1977
DJI;50,983;1977
DOM;60,075;1977
ECU;59,589;1977
EGY;54,205;1977
SLV;51,848;1977
GNQ;40,427;1977
ERI;44,087;1977
EST;64,285;1977
ETH;42,621;1977
FJI;60,553;1977
FIN;67,96;1977
FRA;69,4;1977
PYF;60,975;1977
GAB;50,89;1977
GMB;42,656;1977
GEO;65,382;1977
DEU;68,751;1977
GHA;50,163;1977
GRC;69,968;1977
GRD;63,563;1977
GUM;66,192;1977
GTM;54,435;1977
GIN;38,325;1977
GNB;42,801;1977
GUY;59,624;1977
HTI;48,403;1977
HND;55,245;1977
HKG;70,1;1977
HUN;66,77;1977
ISL;73,32;1977
IND;52,35;1977
IDN;57,105;1977
IRN;55,073;1977
IRQ;60,623;1977
IRL;69,349;1977
ISR;71,3;1977
ITA;70,15;1977
JAM;69,059;1977
JPN;74,03;1977
JOR;63,397;1977
KAZ;58,784;1977
KEN;54,206;1977
KIR;54,391;1977
PRK;61,251;1977
KOR;60,75;1977
KWT;67,454;1977
KGZ;57,923;1977
LAO;46,964;1977
LVA;64,29;1977
LBN;65,777;1977
LSO;50,231;1977
LBR;42,401;1977
LBY;60,389;1977
LTU;66,19;1977
LUX;67,668;1977
MAC;70,729;1977
MKD;66,729;1977
MDG;47,014;1977
MWI;42,744;1977
MYS;65,699;1977
MDV;51,079;1977
MLI;36,51;1977
MLT;71,383;1977
MRT;51,119;1977
MUS;61,45;1977
MEX;61,986;1977
FSM;64,031;1977
MDA;61,588;1977
MNG;54,543;1977
MNE;68,723;1977
MAR;54,425;1977
MOZ;40,412;1977
MMR;51,356;1977
NAM;53,682;1977
NPL;44,274;1977
NLD;72,08;1977
NCL;63;1977
NZL;68,9;1977
NIC;55,17;1977
NER;36,983;1977
NGA;42,846;1977
NOR;72,26;1977
OMN;55,278;1977
PAK;55,759;1977
PAN;66,973;1977
PNG;51,404;1977
PRY;64,31;1977
PER;56,46;1977
PHL;59,558;1977
POL;66,5;1977
PRT;66,5;1977
PRI;70,054;1977
QAT;70,789;1977
ROU;67,42;1977
RUS;61,83;1977
RWA;44,273;1977
WSM;55,25;1977
STP;58,623;1977
SAU;58,495;1977
SEN;44,661;1977
SLE;39,363;1977
SGP;67,937;1977
SVK;66,843;1977
SVN;66,8;1977
SLB;57,252;1977
SOM;42,126;1977
ZAF;54,08;1977
SSD;37,023;1977
ESP;71,21;1977
LKA;65,248;1977
LCA;63,748;1977
VCT;64,27;1977
SDN;52,496;1977
SUR;62,682;1977
SWZ;50,346;1977
SWE;72,37;1977
CHE;71,96;1977
SYR;62,671;1977
TJK;59,547;1977
TZA;47,978;1977
THA;60,235;1977
TLS;31,761;1977
TGO;49,01;1977
TON;65,79;1977
TTO;64,076;1977
TUN;58,026;1977
TUR;53,626;1977
TKM;56,537;1977
UGA;47,938;1977
UKR;64,711;1977
ARE;64,884;1977
GBR;70,2;1977
USA;69,5;1977
URY;66,224;1977
UZB;60,294;1977
VUT;55,027;1977
VEN;64,524;1977
VNM;59,955;1977
VIR;69,497;1977
YEM;46,099;1977
ZMB;49,768;1977
ZWE;55,994;1977
AFG;39,89;1978
ALB;68,204;1978
DZA;54,669;1978
AGO;38,461;1978
ATG;65,508;1978
ARG;65,612;1978
ARM;67,502;1978
ABW;69,041;1978
AUS;70,24;1978
AUT;68,5;1978
AZE;60,278;1978
BHS;65,073;1978
BHR;67,278;1978
BGD;51,894;1978
BRB;65,807;1978
BLR;65,859;1978
BEL;69,42;1978
BLZ;67,148;1978
BEN;43,753;1978
BTN;43,592;1978
BOL;47,714;1978
BIH;67,266;1978
BWA;57,512;1978
BRA;58,445;1978
BRN;68,271;1978
BGR;68,77;1978
BFA;42,851;1978
BDI;44,912;1978
CPV;58,942;1978
KHM;17,162;1978
CMR;48,783;1978
CAN;70,92;1978
CAF;45,8;1978
TCD;43,113;1978
CHI;69,898;1978
CHL;64,432;1978
CHN;64,481;1978
COL;61,978;1978
COM;47,757;1978
COD;44,386;1978
COG;54,222;1978
CRI;68,552;1978
CIV;47,792;1978
HRV;67,09;1978
CUB;71,629;1978
CYP;72,368;1978
CZE;67,2;1978
DNK;71,51;1978
DJI;51,335;1978
DOM;60,451;1978
ECU;60,113;1978
EGY;54,894;1978
SLV;51,621;1978
GNQ;40,958;1978
ERI;44,419;1978
EST;64,097;1978
ETH;42,542;1978
FRO;73,4;1978
FJI;60,843;1978
FIN;68,58;1978
FRA;69,7;1978
PYF;61,459;1978
GAB;51,722;1978
GMB;43,484;1978
GEO;65,518;1978
DEU;68,995;1978
GHA;50,469;1978
GRC;70,174;1978
GRL;60;1978
GRD;63,808;1978
GUM;66,515;1978
GTM;54,77;1978
GIN;38,881;1978
GNB;43,177;1978
GUY;59,646;1978
HTI;48,74;1978
HND;55,993;1978
HKG;70,6;1978
HUN;66,15;1978
ISL;73,82;1978
IND;52,851;1978
IDN;57,579;1978
IRN;53,88;1978
IRQ;59,619;1978
IRL;69,523;1978
ISR;71,5;1978
ITA;70,42;1978
JAM;69,376;1978
JPN;73,97;1978
JOR;63,913;1978
KAZ;59,028;1978
KEN;54,785;1978
KIR;54,513;1978
PRK;61,768;1978
KOR;61,02;1978
KWT;67,809;1978
KGZ;58,177;1978
LAO;47,238;1978
LVA;64,1;1978
LBN;65,931;1978
LSO;50,82;1978
LBR;43,075;1978
LBY;61,129;1978
LTU;65,99;1978
LUX;67,941;1978
MAC;71,123;1978
MKD;66,79;1978
MDG;47,396;1978
MWI;43,108;1978
MYS;65,995;1978
MDV;52,092;1978
MLI;37,262;1978
MLT;71,622;1978
MRT;51,678;1978
MUS;61,906;1978
MEX;62,423;1978
FSM;64,297;1978
MDA;61,535;1978
MNG;54,538;1978
MNE;68,97;1978
MAR;54,982;1978
MOZ;40,489;1978
MMR;51,775;1978
NAM;54,132;1978
NPL;44,878;1978
NLD;71,95;1978
NCL;62,95;1978
NZL;69,8;1978
NIC;55,383;1978
NER;37,4;1978
NGA;43,294;1978
NOR;72,36;1978
OMN;56,247;1978
PAK;56,052;1978
PAN;67,327;1978
PNG;52,061;1978
PRY;64,42;1978
PER;57,001;1978
PHL;59,61;1978
POL;66,4;1978
PRT;67;1978
PRI;70,208;1978
QAT;71,153;1978
ROU;67,1;1978
RUS;61,83;1978
RWA;44,945;1978
WSM;55,75;1978
STP;58,849;1978
SAU;59,492;1978
SEN;45,723;1978
SLE;39,763;1978
SGP;68,377;1978
SVK;66,855;1978
SVN;66,8;1978
SLB;57,656;1978
SOM;42,504;1978
ZAF;54,168;1978
SSD;37,265;1978
ESP;71,32;1978
LKA;65,628;1978
LCA;64,316;1978
VCT;64,519;1978
SDN;52,612;1978
SUR;62,886;1978
SWZ;51,002;1978
SWE;72,43;1978
CHE;71,88;1978
SYR;63,317;1978
TJK;59,754;1978
TZA;48,291;1978
THA;60,66;1978
TLS;31,581;1978
TGO;49,537;1978
TON;65,981;1978
TTO;64,226;1978
TUN;59,032;1978
TUR;54,225;1978
TKM;56,792;1978
UGA;47,943;1978
UKR;64,467;1978
ARE;65,462;1978
GBR;70,2;1978
USA;69,6;1978
URY;66,443;1978
UZB;60,535;1978
VUT;55,617;1978
VEN;64,795;1978
VNM;61,35;1978
VIR;69,729;1978
YEM;47,093;1978
ZMB;49,775;1978
ZWE;56,531;1978
AFG;40,471;1979
ALB;68,376;1979
DZA;55,79;1979
AGO;38,659;1979
ATG;65,791;1979
ARG;65,897;1979
ARM;67,552;1979
ABW;69,387;1979
AUS;70,56;1979
AUT;68,8;1979
AZE;60,354;1979
BHS;65,27;1979
BHR;67,81;1979
BGD;52,669;1979
BRB;66,103;1979
BLR;65,707;1979
BEL;69,94;1979
BLZ;67,459;1979
BEN;44,097;1979
BTN;44,289;1979
BOL;48,159;1979
BIH;67,431;1979
BWA;58,073;1979
BRA;58,674;1979
BRN;68,577;1979
BGR;68,64;1979
BFA;43,829;1979
BDI;45,28;1979
CPV;59,549;1979
KHM;20,253;1979
CMR;49,245;1979
CAN;71,32;1979
CAF;46,281;1979
TCD;43,387;1979
CHI;70,137;1979
CHL;65,087;1979
CHN;64,982;1979
COL;62,394;1979
COM;48,359;1979
COD;44,64;1979
COG;54,48;1979
CRI;69,1;1979
CIV;48,326;1979
HRV;66,92;1979
CUB;71,926;1979
CYP;72,571;1979
CZE;67,33;1979
DNK;71,19;1979
DJI;51,712;1979
DOM;60,818;1979
ECU;60,643;1979
EGY;55,552;1979
SLV;51,44;1979
GNQ;41,562;1979
ERI;44,734;1979
EST;63,962;1979
ETH;42,417;1979
FJI;61,124;1979
FIN;68,97;1979
FRA;69,9;1979
PYF;61,991;1979
GAB;52,552;1979
GMB;44,303;1979
GEO;65,599;1979
DEU;69,25;1979
GHA;50,773;1979
GRC;70,404;1979
GRL;60,35;1979
GRD;64,045;1979
GUM;66,828;1979
GTM;55,107;1979
GIN;39,463;1979
GNB;43,539;1979
GUY;59,669;1979
HTI;49,076;1979
HND;56,75;1979
HKG;70,6;1979
HUN;66,23;1979
ISL;73,7;1979
IND;53,33;1979
IDN;58,041;1979
IRN;52,143;1979
IRQ;58,249;1979
IRL;69,712;1979
ISR;71,8;1979
ITA;70,71;1979
JAM;69,666;1979
JPN;74,04;1979
JOR;64,4;1979
KAZ;59,296;1979
KEN;55,345;1979
KIR;54,626;1979
PRK;62,237;1979
KOR;61,28;1979
KWT;68,165;1979
KGZ;58,456;1979
LAO;47,514;1979
LVA;63,52;1979
LBN;66,085;1979
LSO;51,426;1979
LBR;43,691;1979
LBY;61,828;1979
LTU;65,57;1979
LUX;68,233;1979
MAC;71,493;1979
MKD;66,841;1979
MDG;47,752;1979
MWI;43,454;1979
MYS;66,281;1979
MDV;53,103;1979
MLI;38,027;1979
MLT;71,858;1979
MRT;52,269;1979
MUS;62,447;1979
MEX;62,864;1979
FSM;64,5;1979
MDA;61,493;1979
MNG;54,548;1979
MNE;69,26;1979
MAR;55,589;1979
MOZ;40,468;1979
MMR;52,191;1979
NAM;54,521;1979
NPL;45,501;1979
NLD;72,45;1979
NCL;62,9;1979
NZL;69,8;1979
NIC;55,587;1979
NER;37,859;1979
NGA;43,715;1979
NOR;72,17;1979
OMN;57,193;1979
PAK;56,336;1979
PAN;67,655;1979
PNG;52,668;1979
PRY;64,529;1979
PER;57,544;1979
PHL;59,709;1979
POL;66,8;1979
PRT;67,9;1979
PRI;70,324;1979
QAT;71,494;1979
ROU;66,68;1979
RUS;61,49;1979
RWA;45,708;1979
WSM;56,25;1979
STP;58,96;1979
SAU;60,437;1979
SEN;46,739;1979
SLE;40,106;1979
SGP;68,812;1979
SVK;66,856;1979
SVN;67;1979
SLB;57,982;1979
SOM;42,873;1979
ZAF;54,287;1979
SSD;37,464;1979
ESP;71,77;1979
LKA;65,99;1979
LCA;64,863;1979
VCT;64,823;1979
SDN;52,712;1979
SUR;63,079;1979
SWZ;51,676;1979
SWE;72,49;1979
CHE;72,31;1979
SYR;63,943;1979
TJK;59,95;1979
TZA;48,542;1979
THA;61,085;1979
TLS;32,183;1979
TGO;50,054;1979
TON;66,174;1979
TTO;64,343;1979
TUN;59,983;1979
TUR;54,815;1979
TKM;57,067;1979
UGA;47,92;1979
UKR;64,26;1979
ARE;66,014;1979
GBR;70,3;1979
USA;70;1979
URY;66,683;1979
UZB;60,799;1979
VUT;56,207;1979
VEN;65,059;1979
VNM;62,413;1979
VIR;69,95;1979
YEM;48,09;1979
ZMB;49,671;1979
ZWE;57,075;1979
AFG;41,085;1980
ALB;68,475;1980
DZA;56,985;1980
AGO;38,808;1980
ATG;66,071;1980
ARG;66,174;1980
ARM;67,606;1980
ABW;69,726;1980
AUS;70,88;1980
AUT;69;1980
AZE;60,45;1980
BHS;65,463;1980
BHR;68,305;1980
BGD;53,259;1980
BRB;66,392;1980
BLR;65,583;1980
BEL;69,89;1980
BLZ;67,781;1980
BEN;44,459;1980
BMU;68,69;1980
BTN;45,02;1980
BOL;48,61;1980
BIH;67,577;1980
